concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,label,embedding_similarity,keyword_overlap,suggested_label,reason
Introduction to Crystals and Imperfections Classification of materials: Introduction to engineering,Concepts of crystals- Crystalline and Non-crystalline,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,1,1,,0.5982,0.25,1,sim=0.598>=0.45 + delta=1<=5
Introduction to Crystals and Imperfections Classification of materials: Introduction to engineering,Materials Unit cell,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,2,1,,0.3681,0.0909,1,Foundational kw + sim=0.368 + delta=2
Introduction to Crystals and Imperfections Classification of materials: Introduction to engineering,Crystal structures of metals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,3,1,,0.501,0.0833,1,sim=0.501>=0.45 + delta=3<=5
Introduction to Crystals and Imperfections Classification of materials: Introduction to engineering,Defects: Crystal Imperfections-definition,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,4,1,,0.7349,0.0833,1,High sim=0.735 + delta=4
Concepts of crystals- Crystalline and Non-crystalline,Materials Unit cell,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,1,1,,0.3426,0.0,1,Foundational kw + sim=0.343 + delta=1
Concepts of crystals- Crystalline and Non-crystalline,Crystal structures of metals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,2,1,,0.5861,0.1111,1,sim=0.586>=0.45 + delta=2<=5
Concepts of crystals- Crystalline and Non-crystalline,Defects: Crystal Imperfections-definition,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,3,1,,0.5239,0.0,1,sim=0.524>=0.45 + delta=3<=5
Materials Unit cell,Crystal structures of metals,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,1,1,,0.4001,0.0,1,Adjacent topics: delta=1 + sim=0.400
Materials Unit cell,Defects: Crystal Imperfections-definition,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,2,1,,0.2544,0.0,1,Adjacent topics: delta=2 + sim=0.254
Crystal structures of metals,Defects: Crystal Imperfections-definition,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393114,Material Science,1,1,,0.399,0.1429,1,Adjacent topics: delta=1 + sim=0.399
Classification of various joining processes,Adhesive bonding,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.26,0.0,1,Foundational kw + sim=0.260 + delta=1
Classification of various joining processes,Mechanical Fastening; Welding,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.3295,0.0,1,Foundational kw + sim=0.329 + delta=2
Classification of various joining processes,Hybrid joining processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.7206,0.3333,1,High sim=0.721 + delta=3
Classification of various joining processes,Solid State etc,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,4,1,,0.1731,0.0,0,No signal: sim=0.173 delta=4 kw=0.000
Classification of various joining processes,III Metal Forming,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,5,1,,0.2603,0.0,1,Foundational kw + sim=0.260 + delta=5
Classification of various joining processes,Metal Forming Process,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,6,1,,0.3359,0.0,1,Foundational kw + sim=0.336 + delta=6
Classification of various joining processes,Defects in rolled and forged,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,7,1,,0.1087,0.0,0,Low sim=0.109
Classification of various joining processes,Sheet metal working processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,8,1,,0.272,0.125,1,Foundational kw + sim=0.272 + delta=8
Classification of various joining processes,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,9,1,,0.3423,0.25,0,No signal: sim=0.342 delta=9 kw=0.250
Classification of various joining processes,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,10,1,,0.1153,0.0,0,Low sim=0.115
Classification of various joining processes,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,11,1,,0.1365,0.0,0,Low sim=0.137
Adhesive bonding,Mechanical Fastening; Welding,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.2654,0.0,1,Adjacent topics: delta=1 + sim=0.265
Adhesive bonding,Hybrid joining processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.2519,0.0,1,Adjacent topics: delta=2 + sim=0.252
Adhesive bonding,Solid State etc,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.189,0.0,0,No signal: sim=0.189 delta=3 kw=0.000
Adhesive bonding,III Metal Forming,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,4,1,,0.205,0.0,0,No signal: sim=0.205 delta=4 kw=0.000
Adhesive bonding,Metal Forming Process,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,5,1,,0.1997,0.0,0,No signal: sim=0.200 delta=5 kw=0.000
Adhesive bonding,Defects in rolled and forged,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,6,1,,0.1259,0.0,0,Low sim=0.126
Adhesive bonding,Sheet metal working processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,7,1,,0.2242,0.0,0,No signal: sim=0.224 delta=7 kw=0.000
Adhesive bonding,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,8,1,,0.1976,0.0,0,No signal: sim=0.198 delta=8 kw=0.000
Adhesive bonding,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,9,1,,0.2507,0.0,0,No signal: sim=0.251 delta=9 kw=0.000
Adhesive bonding,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,10,1,,0.2869,0.0,0,No signal: sim=0.287 delta=10 kw=0.000
Mechanical Fastening; Welding,Hybrid joining processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.2612,0.0,1,Adjacent topics: delta=1 + sim=0.261
Mechanical Fastening; Welding,Solid State etc,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.1763,0.0,0,No signal: sim=0.176 delta=2 kw=0.000
Mechanical Fastening; Welding,III Metal Forming,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.3746,0.0,0,No signal: sim=0.375 delta=3 kw=0.000
Mechanical Fastening; Welding,Metal Forming Process,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,4,1,,0.3745,0.0,0,No signal: sim=0.375 delta=4 kw=0.000
Mechanical Fastening; Welding,Defects in rolled and forged,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,5,1,,0.2035,0.0,0,No signal: sim=0.204 delta=5 kw=0.000
Mechanical Fastening; Welding,Sheet metal working processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,6,1,,0.3582,0.0,0,No signal: sim=0.358 delta=6 kw=0.000
Mechanical Fastening; Welding,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,7,1,,0.3277,0.0,0,No signal: sim=0.328 delta=7 kw=0.000
Mechanical Fastening; Welding,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,8,1,,0.3394,0.0,0,No signal: sim=0.339 delta=8 kw=0.000
Mechanical Fastening; Welding,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,9,1,,0.2381,0.0,0,No signal: sim=0.238 delta=9 kw=0.000
Hybrid joining processes,Solid State etc,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.1374,0.0,0,Low sim=0.137
Hybrid joining processes,III Metal Forming,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.1353,0.0,0,Low sim=0.135
Hybrid joining processes,Metal Forming Process,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.2365,0.0,0,No signal: sim=0.236 delta=3 kw=0.000
Hybrid joining processes,Defects in rolled and forged,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,4,1,,0.0128,0.0,0,Low sim=0.013
Hybrid joining processes,Sheet metal working processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,5,1,,0.2364,0.1667,0,No signal: sim=0.236 delta=5 kw=0.167
Hybrid joining processes,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,6,1,,0.1254,0.0,0,Low sim=0.125
Hybrid joining processes,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,7,1,,0.0793,0.0,0,Low sim=0.079
Hybrid joining processes,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,8,1,,0.068,0.0,0,Low sim=0.068
Solid State etc,III Metal Forming,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.2833,0.0,1,Adjacent topics: delta=1 + sim=0.283
Solid State etc,Metal Forming Process,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.2233,0.0,1,Adjacent topics: delta=2 + sim=0.223
Solid State etc,Defects in rolled and forged,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.2308,0.0,0,No signal: sim=0.231 delta=3 kw=0.000
Solid State etc,Sheet metal working processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,4,1,,0.2946,0.0,0,No signal: sim=0.295 delta=4 kw=0.000
Solid State etc,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,5,1,,0.2564,0.0,0,No signal: sim=0.256 delta=5 kw=0.000
Solid State etc,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,6,1,,0.2582,0.0,0,No signal: sim=0.258 delta=6 kw=0.000
Solid State etc,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,7,1,,0.4212,0.0,0,No signal: sim=0.421 delta=7 kw=0.000
III Metal Forming,Metal Forming Process,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.741,0.5,1,High sim=0.741 + delta=1
III Metal Forming,Defects in rolled and forged,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.3016,0.0,1,Adjacent topics: delta=2 + sim=0.302
III Metal Forming,Sheet metal working processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.552,0.1667,1,sim=0.552>=0.45 + delta=3<=5
III Metal Forming,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,4,1,,0.5128,0.1429,1,sim=0.513>=0.45 + delta=4<=5
III Metal Forming,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,5,1,,0.4448,0.125,0,No signal: sim=0.445 delta=5 kw=0.125
III Metal Forming,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,6,1,,0.5482,0.25,0,No signal: sim=0.548 delta=6 kw=0.250
Metal Forming Process,Defects in rolled and forged,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.3067,0.0,1,Adjacent topics: delta=1 + sim=0.307
Metal Forming Process,Sheet metal working processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.6792,0.1667,1,High sim=0.679 + delta=2
Metal Forming Process,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.5069,0.1429,1,sim=0.507>=0.45 + delta=3<=5
Metal Forming Process,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,4,1,,0.4893,0.125,1,sim=0.489>=0.45 + delta=4<=5
Metal Forming Process,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,5,1,,0.5162,0.25,1,sim=0.516>=0.45 + delta=5<=5
Defects in rolled and forged,Sheet metal working processes,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.2837,0.0,1,Adjacent topics: delta=1 + sim=0.284
Defects in rolled and forged,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.3047,0.0,1,Adjacent topics: delta=2 + sim=0.305
Defects in rolled and forged,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.1997,0.1,0,No signal: sim=0.200 delta=3 kw=0.100
Defects in rolled and forged,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,4,1,,0.2819,0.0,0,No signal: sim=0.282 delta=4 kw=0.000
Sheet metal working processes,Classification of Sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.7441,0.2857,1,High sim=0.744 + delta=1
Sheet metal working processes,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.6485,0.25,1,High sim=0.649 + delta=2
Sheet metal working processes,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,3,1,,0.7043,0.5,1,High sim=0.704 + delta=3
Classification of Sheet metal operations,Presses used in sheet metal operations,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.598,0.375,1,sim=0.598>=0.45 + delta=1<=5
Classification of Sheet metal operations,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,2,1,,0.6406,0.4,1,High sim=0.641 + delta=2
Presses used in sheet metal operations,Sheet metal,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394112,Manufacturing Processes,1,1,,0.5058,0.3333,1,sim=0.506>=0.45 + delta=1<=5
Usability Testing: Evaluation of the effectiveness and user,Create an empathy map for a target user group. Break them into four sections,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,1,1,,0.1391,0.0476,0,Low sim=0.139
Usability Testing: Evaluation of the effectiveness and user,"Based on research, students will create user personas including demographic",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,2,1,,0.2492,0.0588,1,Adjacent topics: delta=2 + sim=0.249
Usability Testing: Evaluation of the effectiveness and user,Consider 3 examples of real,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,3,1,,0.1421,0.0833,0,Low sim=0.142
Usability Testing: Evaluation of the effectiveness and user,May take user survey to support your work,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,4,1,,0.2966,0.0667,0,No signal: sim=0.297 delta=4 kw=0.067
Usability Testing: Evaluation of the effectiveness and user,Study any open,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,5,1,,0.1213,0.0,0,Low sim=0.121
Create an empathy map for a target user group. Break them into four sections,"Based on research, students will create user personas including demographic",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,1,1,,0.2531,0.0909,1,Adjacent topics: delta=1 + sim=0.253
Create an empathy map for a target user group. Break them into four sections,Consider 3 examples of real,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,2,1,,-0.0077,0.0,0,Low sim=-0.008
Create an empathy map for a target user group. Break them into four sections,May take user survey to support your work,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,3,1,,0.1761,0.0476,0,No signal: sim=0.176 delta=3 kw=0.048
Create an empathy map for a target user group. Break them into four sections,Study any open,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,4,1,,0.0077,0.0,0,Low sim=0.008
"Based on research, students will create user personas including demographic",Consider 3 examples of real,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,1,1,,0.0705,0.0,0,Low sim=0.071
"Based on research, students will create user personas including demographic",May take user survey to support your work,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,2,1,,0.3261,0.0588,1,Adjacent topics: delta=2 + sim=0.326
"Based on research, students will create user personas including demographic",Study any open,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2394512,Design Thinking,3,1,,0.1924,0.0,0,No signal: sim=0.192 delta=3 kw=0.000
